formula,hform,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData range Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData avg_dev NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData minimum NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData maximum NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,DemlData maximum atom_radius,DemlData minimum molar_vol,DemlData maximum heat_fusion,DemlData minimum heat_cap,DemlData mean heat_cap,DemlData minimum first_ioniz,DemlData mean electric_pol,DemlData minimum GGAU_Etot,DemlData maximum GGAU_Etot,DemlData range GGAU_Etot,DemlData minimum FERE correction,DemlData maximum FERE correction,DemlData range FERE correction,PymatgenData maximum block,PymatgenData range block,PymatgenData mean block,PymatgenData std_dev block,PymatgenData minimum electrical_resistivity,PymatgenData maximum electrical_resistivity,PymatgenData minimum velocity_of_sound,PymatgenData mean velocity_of_sound,PymatgenData maximum thermal_conductivity,PymatgenData minimum bulk_modulus,PymatgenData mean bulk_modulus,PymatgenData minimum coefficient_of_linear_thermal_expansion,0-norm,2-norm,frac p valence electrons
CoH4I2N6,0.3072291510823707,1.0,53.0,52.0,13.76923076923077,7.0,58.0,96.0,85.38461538461539,7.337278106508876,82.0,14.01,1768.0,228.92615384615385,63.05,4.0,139.0,108.0,3.04,1.16,2.633846153846154,3.04,1.0,2.0,2.0,0.0,5.0,1.6568047337278105,10.0,10.0,0.0,0.0,1.0,16.0,1.0,0.0,3.0,1.3491124260355032,3.0,3.0,0.0,1.0,2.076923076923077,43.015,16.2575,0.0,7.853,6.437,1.5484712,64.0,194.0,174.0,33.84615384615385,140,6.67,16200.0,24.81,31.9240848806366,760400,5.736752747252747,-8.31,-4.027581150943397,4.282418849056604,-0.1999999999999993,0.0931763597672534,0.2931763597672527,3.0,2.0,1.7692307692307692,0.7071067811865476,6.24e-08,24391195280670.85,333.6,1447.159615384615,100.0,7.7,84.87246376811594,1.3e-05,4,0.5807564950208269,0.3636363636363636
CoHfBr2S2,-0.9860744382065576,16.0,72.0,56.0,33.5,16.0,45.0,95.0,78.16666666666667,17.777777777777775,88.0,265.8,2506.0,930.3866666666668,265.8,3.0,175.0,70.0,2.96,1.66,2.3766666666666665,2.58,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,6.0,12.0,0.0,0.0,2.0,0.6666666666666666,1.0,8.0,0.0,1.0,2.833333333333333,29.48,23.829791666666665,0.0,2.202,1.457,1.5484712,64.0,194.0,109.33333333333331,56.44444444444444,155,6.67,25500.0,22.75,41.236666666666665,658500,5.933333333333333,-8.12,-4.027581150943397,4.092418849056602,-0.1043486260270398,0.7223042388381522,0.8266528648651921,3.0,1.0,2.333333333333333,0.5547001962252291,6.24e-08,2000000000000000.0,3010.0,3625.491666666667,100.0,1.9,51.53333333333333,5.9e-06,4,0.5270462766947299,0.2465753424657534
CoHfBr6,-0.9703761607151428,27.0,72.0,45.0,38.625,35.0,45.0,95.0,84.125,16.3125,95.0,265.8,2506.0,733.6,265.8,2.0,175.0,55.0,2.96,1.66,2.6175,2.96,2.0,2.0,2.0,0.0,5.0,1.875,10.0,8.0,0.0,0.0,9.0,9.0,0.0,0.0,1.0,0.375,1.0,8.0,0.0,1.0,2.125,29.48,26.165625,0.0,1.457,1.457,1.5484712,64.0,194.0,96.5,48.75,155,6.67,25500.0,24.81,63.085,658500,5.25,-8.12,-4.027581150943397,4.092418849056602,-0.1043486260270398,0.7223042388381522,0.8266528648651921,3.0,1.0,2.25,0.6793662204867574,6.24e-08,78000000000.0,3010.0,3595.5531250000004,100.0,1.9,37.675,5.9e-06,3,0.770551750371122,0.2325581395348837
CoHfF6,-3.057609259446242,9.0,72.0,63.0,19.125,9.0,45.0,93.0,82.625,15.5625,93.0,53.5,2506.0,574.375,53.5,4.0,175.0,118.0,3.98,2.68,3.3825,3.98,2.0,2.0,2.0,0.0,5.0,1.875,7.0,7.0,0.0,0.0,7.0,11.0,0.0,0.0,1.0,0.375,1.0,8.0,0.0,1.0,2.125,22.2,11.33625,0.0,1.97,1.97,1.5484712,15.0,194.0,59.75,67.125,155,6.67,25500.0,24.81,29.7955,658500,3.38025,-8.12,-1.86,6.259999999999999,-0.1043486260270398,0.7223042388381522,0.8266528648651921,3.0,1.0,2.25,0.6793662204867574,6.24e-08,24391195280670.85,3010.0,3595.5531250000004,100.0,90.79420289855072,104.34565217391304,5.9e-06,3,0.770551750371122,0.4347826086956521
CoHfH6,-0.0194357849141608,1.0,72.0,71.0,13.125,1.0,45.0,92.0,81.875,15.1875,92.0,14.01,2506.0,544.7575,14.01,5.0,175.0,144.0,2.2,0.9000000000000001,2.0475000000000003,2.2,1.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,17.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.0,2.125,22.2,9.016875,0.0,7.853,7.853,1.5484712,194.0,194.0,194.0,0.0,155,6.67,25500.0,24.81,26.30108189655172,658500,12.295834821428572,-8.12,-4.027581150943397,4.092418849056602,-0.1043486260270398,0.7223042388381522,0.8266528648651921,3.0,2.0,1.5,1.3587324409735149,6.24e-08,24391195280670.85,1270.0,1918.75,100.0,90.79420289855072,104.34565217391304,5.9e-06,3,0.770551750371122,0.0
CoHfPtI2S,-0.4907215480799986,16.0,78.0,62.0,49.833333333333336,53.0,45.0,96.0,74.33333333333333,19.0,96.0,386.85,2506.0,1246.243333333333,386.85,3.0,175.0,70.0,2.66,1.36,2.2266666666666666,2.66,1.0,2.0,2.0,0.0,5.0,2.333333333333333,10.0,10.0,0.0,0.0,6.0,18.0,1.0,0.0,2.0,0.6666666666666666,1.0,8.0,0.0,1.0,2.833333333333333,43.015,26.54697916666667,0.0,2.202,1.062,1.5484712,64.0,225.0,135.16666666666666,69.16666666666667,155,6.67,25500.0,22.75,34.67166666666667,658500,7.3,-8.12,-3.52,4.6,-0.4327597082085423,0.7223042388381522,1.1550639470466946,3.0,1.0,2.5,0.5669467095138409,6.24e-08,2000000000000000.0,2680.0,3487.86875,100.0,7.7,90.51666666666668,5.9e-06,5,0.4714045207910317,0.1538461538461538
CoI2,-0.0510070367594656,27.0,53.0,26.0,44.333333333333336,53.0,58.0,96.0,83.33333333333333,16.88888888888889,96.0,386.85,1768.0,847.2333333333332,386.85,1.0,139.0,13.0,2.66,0.7800000000000002,2.4,2.66,2.0,2.0,2.0,0.0,5.0,2.222222222222222,10.0,3.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.4444444444444445,1.0,3.0,0.0,1.0,1.6666666666666667,43.015,32.09166666666667,0.0,1.062,1.062,1.5484712,64.0,194.0,107.33333333333331,57.77777777777777,140,6.67,16200.0,24.81,44.56333333333333,760400,6.066666666666666,-4.65,-4.027581150943398,0.6224188490566025,-0.1043486260270398,0.0931763597672534,0.1975249857942933,3.0,1.0,2.333333333333333,0.7071067811865476,6.24e-08,13000000.0,3505.7375,3910.491666666667,100.0,7.7,65.13333333333334,1.3e-05,2,0.7453559924999299,0.2325581395348837
CoITe,-0.1264354989824981,27.0,53.0,26.0,44.0,27.0,58.0,96.0,81.33333333333333,15.555555555555555,58.0,386.85,1768.0,959.17,386.85,1.0,139.0,13.0,2.66,0.7800000000000002,2.2133333333333334,1.88,2.0,2.0,2.0,0.0,5.0,2.0,10.0,3.0,0.0,0.0,9.0,8.0,0.0,0.0,2.0,0.6666666666666666,0.0,3.0,0.0,1.0,2.0,43.015,29.3411111111,0.0,1.062,0.0,1.5484712,64.0,194.0,136.66666666666666,48.44444444444445,140,6.67,17500.0,24.81,34.99333333333333,760400,6.116666666666667,-4.65,-3.14,1.5100000000000002,-0.1103408197224911,0.0931763597672534,0.2035171794897445,3.0,1.0,2.333333333333333,0.5773502691896258,6.24e-08,13000000.0,2610.0,3611.9125,100.0,7.7,84.23333333333333,1.3e-05,3,0.5773502691896257,0.2142857142857142
CoIn2O4,-1.0969167632827836,8.0,49.0,41.0,22.428571428571427,8.0,58.0,87.0,79.42857142857143,8.653061224489795,87.0,54.8,1768.0,406.6714285714285,54.8,3.0,142.0,76.0,3.44,1.66,2.742857142857143,3.44,2.0,2.0,2.0,0.0,4.0,1.6326530612244898,10.0,10.0,0.0,0.0,6.0,7.0,0.0,0.0,5.0,1.3877551020408163,2.0,3.0,0.0,2.0,3.0,24.26,13.597857142857142,0.0,0.0,0.0,1.5484712,12.0,194.0,74.28571428571429,71.18367346938776,155,6.67,16200.0,24.81,27.971714285714285,558300,4.444,-4.99,-2.72,2.27,-0.1043486260270398,0.4100000000000001,0.51434862602704,3.0,1.0,2.142857142857143,0.4629100498862757,6.24e-08,24391195280670.85,317.5,1202.857142857143,100.0,90.79420289855072,103.53788819875776,1.3e-05,3,0.6546536707079771,0.3050847457627119
CoIn2S4,-0.4397689164630368,16.0,49.0,33.0,27.0,16.0,58.0,88.0,80.0,9.142857142857142,88.0,388.36,1768.0,597.277142857143,388.36,2.0,142.0,37.0,2.58,0.8,2.251428571428572,2.58,2.0,2.0,2.0,0.0,4.0,1.6326530612244898,10.0,10.0,0.0,0.0,6.0,7.0,0.0,0.0,5.0,1.3877551020408163,2.0,3.0,0.0,2.0,3.0,25.786875,23.130357142857143,0.0,2.202,2.202,1.5484712,70.0,194.0,107.42857142857144,42.775510204081634,155,6.67,16200.0,22.75,24.184285714285718,558300,5.642857142857143,-4.65,-2.72,1.93,-0.1043486260270398,0.4100000000000001,0.51434862602704,3.0,1.0,2.142857142857143,0.4629100498862757,6.24e-08,2000000000000000.0,1215.0,3024.707142857143,100.0,7.7,56.05548654244306,1.3e-05,3,0.6546536707079771,0.3050847457627119
CoIn2Se4,-0.4019971072961229,27.0,49.0,22.0,37.285714285714285,34.0,58.0,89.0,80.57142857142857,9.63265306122449,89.0,429.75,1768.0,657.6428571428571,494.0,1.0,142.0,22.0,2.55,0.7699999999999998,2.234285714285714,2.55,2.0,2.0,2.0,0.0,4.0,1.6326530612244898,10.0,3.0,0.0,0.0,9.0,7.0,0.0,0.0,5.0,1.3877551020408163,2.0,3.0,0.0,2.0,3.0,25.92,23.20642857142857,0.0,0.799,0.799,1.5484712,14.0,194.0,75.42857142857143,70.20408163265306,155,6.67,16200.0,24.81,25.67742857142857,558300,6.14,-4.65,-2.72,1.93,-0.1043486260270398,0.4100000000000001,0.51434862602704,3.0,1.0,2.142857142857143,0.4629100498862757,6.24e-08,24391195280670.85,1215.0,2935.714285714286,100.0,8.3,56.3983436853002,1.3e-05,3,0.6546536707079771,0.1818181818181818
CoIn2Te4,-0.1947860367188261,27.0,52.0,25.0,47.57142857142857,52.0,58.0,90.0,81.14285714285714,10.122448979591836,90.0,429.75,1768.0,788.3057142857142,722.66,1.0,142.0,16.0,2.1,0.32,1.977142857142857,2.1,2.0,2.0,2.0,0.0,4.0,1.6326530612244898,10.0,3.0,0.0,0.0,9.0,7.0,0.0,0.0,5.0,1.3877551020408163,2.0,3.0,0.0,2.0,3.0,34.7633333333,28.25976190474285,0.0,0.464,0.464,1.5484712,139.0,194.0,154.28571428571428,11.346938775510198,155,6.67,17500.0,24.81,25.88714285714285,558300,7.128571428571428,-4.65,-2.72,1.93,-0.1103408197224911,0.4100000000000001,0.5203408197224912,3.0,1.0,2.142857142857143,0.4629100498862757,6.24e-08,0.0001,1215.0,2512.8571428571427,100.0,65.0,88.7983436853002,1.3e-05,3,0.6546536707079771,0.1818181818181818
CoIr3I4S3Se,-0.2519151595588109,16.0,77.0,61.0,46.0,53.0,58.0,96.0,81.25,14.5,96.0,386.85,2739.0,1099.29,386.85,3.0,141.0,36.0,2.66,0.7800000000000002,2.450833333333333,2.66,2.0,2.0,2.0,0.0,5.0,2.0,10.0,10.0,0.0,0.0,6.0,17.0,0.0,0.0,2.0,0.6666666666666666,1.0,3.0,0.0,1.0,2.0,43.015,27.351302083333334,0.0,2.202,1.062,1.5484712,14.0,225.0,112.41666666666669,69.88888888888889,140,6.67,26000.0,22.75,34.29025,760400,5.347499999999999,-5.77,-3.48,2.29,-0.1945773944077524,0.0931763597672534,0.2877537541750059,3.0,1.0,2.333333333333333,0.5443310539518174,4.71e-08,2000000000000000.0,3350.0,3923.7635416666662,150.0,7.7,100.18333333333332,6.4e-06,5,0.5,0.2
CoIrBr5Cl,-0.4146060158055547,17.0,77.0,60.0,37.0,35.0,58.0,95.0,85.875,13.4375,95.0,171.6,2739.0,750.95,265.8,3.0,141.0,39.0,3.16,1.2800000000000002,2.7550000000000003,2.96,2.0,2.0,2.0,0.0,5.0,1.875,10.0,10.0,0.0,0.0,7.0,16.0,0.0,0.0,1.0,0.375,1.0,3.0,0.0,1.0,1.5,29.48,24.544062500000003,0.0,2.493,1.457,1.5484712,64.0,225.0,100.375,54.5625,135,6.67,26000.0,24.81,57.788625,760400,4.06625,-5.77,-1.79,3.98,-0.1945773944077524,0.1637562864698361,0.3583336808775885,3.0,1.0,2.25,0.5773502691896257,4.71e-08,78000000000.0,206.0,3409.9609375,150.0,1.1,63.825,6.4e-06,4,0.6614378277661477,0.2419354838709677
CoIrMnClO4,-0.7754355077398438,8.0,77.0,69.0,22.25,8.0,52.0,94.0,76.5,14.875,87.0,54.8,2739.0,802.1,54.8,4.0,141.0,75.0,3.44,1.89,2.81875,3.44,2.0,2.0,2.0,0.0,5.0,1.96875,7.0,7.0,0.0,0.0,6.0,17.0,0.0,0.0,2.0,0.875,2.0,5.0,0.0,1.0,2.5,24.4975,11.9825107758625,0.0,2.493,0.0,1.5484712,12.0,225.0,93.5,88.875,140,6.67,26000.0,24.81,28.461375,717300,3.736,-6.97,-1.79,5.18,-0.1945773944077524,0.2300000000000004,0.4245773944077529,3.0,1.0,2.375,0.5838742081211422,4.71e-08,24391195280670.85,206.0,2021.375,150.0,1.1,123.03460144927536,6.4e-06,5,0.5590169943749475,0.3
CoLi2,0.3347672143496023,3.0,27.0,24.0,11.0,3.0,1.0,58.0,20.0,25.33333333333333,1.0,453.69,1768.0,891.7933333333334,453.69,2.0,128.0,2.0,1.88,0.8999999999999999,1.28,0.98,1.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.6666666666666667,16.5933333333,14.477222222199998,0.0,0.0,0.0,1.5484712,194.0,229.0,217.33333333333331,15.555555555555552,145,6.67,16200.0,24.81,24.843333333333334,520200,18.72,-4.65,-1.86,2.79,-0.1043486260270398,0.2070408046112259,0.3113894306382658,3.0,2.0,1.6666666666666667,1.4142135623730951,6.24e-08,9.28e-08,4720.0,5573.333333333333,100.0,11.0,67.33333333333333,1.3e-05,2,0.7453559924999299,0.0
CoLiAs2S6,-0.266831694468771,3.0,33.0,30.0,19.2,16.0,1.0,88.0,75.5,18.4,88.0,388.36,1768.0,673.1850000000001,388.36,2.0,128.0,23.0,2.58,1.6,2.2700000000000005,2.58,1.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,1.0,14.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,25.786875,22.59095833333,0.0,2.202,2.202,1.5484712,70.0,229.0,117.5,57.0,145,6.67,27700.0,22.75,23.545,520200,5.784999999999999,-4.65,-1.86,2.79,-0.4099999999999992,0.2070408046112259,0.6170408046112252,3.0,2.0,2.0,0.5872202195147035,6.24e-08,2000000000000000.0,3505.7375,3876.59,100.0,7.7,28.12,1.3e-05,4,0.648074069840786,0.3947368421052631
CoLiAs2Se6,-0.2678090933378662,3.0,34.0,31.0,30.0,34.0,1.0,89.0,76.1,18.640000000000004,89.0,453.69,1768.0,736.5690000000001,494.0,2.0,128.0,9.0,2.55,1.5699999999999998,2.252,2.55,1.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,1.0,15.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,25.92,22.67083333333,0.0,0.799,0.799,1.5484712,14.0,229.0,83.9,83.88,145,6.67,27700.0,24.64,25.1128,520200,6.307,-4.65,-1.86,2.79,-0.4099999999999992,0.2070408046112259,0.6170408046112252,3.0,2.0,2.0,0.5872202195147035,6.24e-08,24391195280670.85,3350.0,3783.1475,100.0,8.3,28.48,1.3e-05,4,0.648074069840786,0.2205882352941176
CoLiAs2Te6,-0.1475251141103513,3.0,52.0,49.0,40.8,52.0,1.0,90.0,76.7,18.88,90.0,453.69,1768.0,873.7650000000001,722.66,3.0,138.0,19.0,2.18,1.2000000000000002,1.982,2.1,1.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,1.0,15.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,34.7633333333,27.97683333331,0.0,0.464,0.464,1.5484712,152.0,229.0,166.7,17.919999999999995,145,6.67,27700.0,24.64,25.333,520200,7.344999999999999,-4.65,-1.86,2.79,-0.4099999999999992,0.2070408046112259,0.6170408046112252,3.0,2.0,2.0,0.5872202195147035,6.24e-08,0.0001,2610.0,3339.1475,100.0,11.0,62.5,1.3e-05,4,0.648074069840786,0.2205882352941176
CoLiP2S6,-0.4566718745375695,3.0,27.0,24.0,15.6,16.0,1.0,88.0,75.3,18.32,88.0,317.3,1768.0,518.645,388.36,2.0,128.0,23.0,2.58,1.6,2.272,2.58,1.0,2.0,2.0,0.0,4.0,1.2,7.0,7.0,0.0,0.0,1.0,8.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,25.786875,22.67000595237,0.0,2.202,2.202,1.5484712,2.0,229.0,84.7,50.720000000000006,145,6.67,16200.0,22.75,23.3818,520200,5.648999999999999,-4.96,-1.86,3.1,-0.6799999999999997,0.2070408046112259,0.8870408046112257,3.0,2.0,2.0,0.5872202195147035,6.24e-08,2000000000000000.0,3505.7375,3876.59,100.0,7.7,25.92,1.3e-05,4,0.648074069840786,0.5357142857142857
CoLiP2Se6,-0.359288401922354,3.0,34.0,31.0,26.4,34.0,1.0,89.0,75.9,18.559999999999995,89.0,317.3,1768.0,582.029,494.0,2.0,128.0,21.0,2.55,1.5699999999999998,2.254,2.55,1.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,1.0,15.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,25.92,22.74988095237,0.0,1.625,0.799,1.5484712,2.0,229.0,51.1,64.16,145,6.67,16200.0,23.824,24.9496,520200,6.170999999999999,-4.96,-1.86,3.1,-0.6799999999999997,0.2070408046112259,0.8870408046112257,3.0,2.0,2.0,0.5872202195147035,6.24e-08,24391195280670.85,3350.0,3783.1475,100.0,8.3,26.28,1.3e-05,4,0.648074069840786,0.2586206896551724
CoLiP2Te6,-0.1704250074987392,3.0,52.0,49.0,37.2,52.0,1.0,90.0,76.5,18.8,90.0,317.3,1768.0,719.225,722.66,3.0,138.0,31.0,2.19,1.21,1.9840000000000004,2.1,1.0,2.0,2.0,0.0,4.0,1.2,10.0,10.0,0.0,0.0,1.0,15.0,1.0,0.0,3.0,0.72,2.0,3.0,0.0,1.0,2.2,34.7633333333,28.05588095235,0.0,1.625,0.464,1.5484712,2.0,229.0,133.9,52.75999999999999,145,6.67,17500.0,23.824,25.1698,520200,7.209,-4.96,-1.86,3.1,-0.6799999999999997,0.2070408046112259,0.8870408046112257,3.0,2.0,2.0,0.5872202195147035,6.24e-08,0.0001,2610.0,3339.1475,100.0,11.0,60.3,1.3e-05,4,0.648074069840786,0.2586206896551724
CoMn2B6C6,1.2063009513894647,5.0,27.0,22.0,9.533333333333331,5.0,52.0,77.0,70.4,6.559999999999997,72.0,1519.0,3823.0,2788.8,2348.0,2.0,139.0,63.0,2.55,0.9999999999999998,2.168,2.04,2.0,2.0,2.0,0.0,2.0,0.64,7.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,1.44,4.0,5.0,0.0,3.0,4.466666666666667,10.4875862069,7.206344827586667,0.0,4.496,1.524,1.5484712,166.0,217.0,185.86666666666667,15.893333333333333,140,4.39,50000.0,6.115,12.044133333333331,717300,11.708890476190474,-6.97,-4.027581150943397,2.942418849056603,-0.1043486260270398,0.0931763597672534,0.1975249857942933,3.0,1.0,2.2,0.4931969619160718,6.24e-08,15000.0,4720.0,14821.333333333334,140.0,33.0,169.2,6e-06,4,0.5849976258261416,0.2769230769230769
CoMn2B6N6,0.2752206124740013,5.0,27.0,22.0,9.933333333333334,5.0,52.0,82.0,72.4,7.6800000000000015,72.0,63.05,2348.0,1284.82,63.05,2.0,139.0,68.0,3.04,1.49,2.364,2.04,2.0,2.0,2.0,0.0,3.0,1.12,7.0,7.0,0.0,0.0,3.0,6.0,0.0,0.0,5.0,1.4400000000000002,3.0,5.0,0.0,3.0,4.066666666666666,14.76875,10.857844827586668,0.0,6.437,1.524,1.5484712,166.0,217.0,185.86666666666667,15.893333333333333,140,4.39,50000.0,11.087,21.247733333333333,717300,7.171111904761903,-8.31,-4.027581150943397,4.282418849056604,-0.1999999999999993,0.093176359767253,0.2931763597672523,3.0,1.0,2.2,0.4931969619160718,6.24e-08,24391195280670.85,333.6,7614.773333333333,100.0,90.79420289855072,192.3176811594203,6e-06,4,0.5849976258261416,0.3380281690140845
CoMn2C12,1.5420111832258612,6.0,27.0,21.0,9.933333333333334,6.0,52.0,77.0,72.4,7.359999999999997,77.0,1519.0,3823.0,3378.8,3823.0,2.0,139.0,63.0,2.55,0.9999999999999998,2.372,2.55,2.0,2.0,2.0,0.0,2.0,0.64,7.0,7.0,0.0,0.0,4.0,5.0,0.0,0.0,4.0,1.28,4.0,5.0,0.0,3.0,4.066666666666666,10.4875862069,6.593344827586666,0.0,4.496,4.496,1.5484712,194.0,217.0,197.06666666666663,5.3155555555555525,140,5.29,16200.0,6.115,10.055333333333332,717300,11.708890476190476,-6.97,-4.027581150943397,2.942418849056603,-0.1043486260270398,0.0931763597672534,0.1975249857942933,3.0,1.0,2.2,0.6882472016116853,6.24e-08,1e-05,4720.0,15681.333333333334,140.0,33.0,54.4,7.1e-06,3,0.813770374382247,0.3380281690140845
CoMn3Ni2Cl7S7,-0.5253563149751962,16.0,28.0,12.0,19.45,16.0,52.0,94.0,80.5,14.7,88.0,171.6,1768.0,685.0360000000001,171.6,1.0,139.0,37.0,3.16,1.61,2.5265,2.58,2.0,2.0,2.0,0.0,5.0,1.89,8.0,8.0,0.0,0.0,6.0,4.0,0.0,0.0,2.0,0.665,1.0,5.0,0.0,1.0,2.15,25.786875,20.716919181035,0.0,2.493,2.202,1.5484712,64.0,225.0,111.65,62.510000000000005,140,6.59,17200.0,22.75,27.64015,717300,4.243,-6.97,-1.79,5.18,-0.1043486260270398,0.1637562864698361,0.2681049124968759,3.0,1.0,2.3,0.5400617248673217,6.24e-08,2000000000000000.0,206.0,2804.608125,100.0,1.1,48.08,1.3e-05,5,0.529150262212918,0.4468085106382978
