Classe,formula
Haletos com Metais de Transição,ScZnI4SeTe
Haletos com Metais de Transição,ScZr2BrS6
Haletos com Metais de Transição,ScZrI2O2
Haletos com Metais de Transição,Ta2Br2Se2
Haletos com Metais de Transição,Ta2Br4
Haletos com Metais de Transição,Ta2C2Cl2
Haletos com Metais de Transição,Ta2Cl4Te4
Haletos com Metais de Transição,Ta2Cl6
Haletos com Metais de Transição,Ta2F2N
Haletos com Metais de Transição,Ta2F2O2
Haletos com Metais de Transição,Ta2F4Se4
Haletos com Metais de Transição,Ta2I2O2
Haletos com Metais de Transição,Ta2I2O4
Haletos com Metais de Transição,Ta2I2S2
Haletos com Metais de Transição,Ta2I2Se2
Haletos com Metais de Transição,Ta2I2Te2
Haletos com Metais de Transição,Ta3B2F2
Haletos com Metais de Transição,Ta3C2F2S2
Haletos com Metais de Transição,Ta3Cl7Te
Haletos com Metais de Transição,Ta3Cl8
Haletos com Metais de Transição,Ta3F7Se
Haletos com Metais de Transição,Ta3I7Te
Haletos com Metais de Transição,Ta4C3F2
Haletos com Metais de Transição,Ta4Cl2S12
Haletos com Metais de Transição,Ta4F2N3
Haletos com Metais de Transição,Ta4I2S12
Haletos com Metais de Transição,TaBrS
Haletos com Metais de Transição,TaClS
Haletos com Metais de Transição,TaF2
Haletos com Metais de Transição,TaFI
Haletos com Metais de Transição,TaTiCCl2
Haletos com Metais de Transição,TaVZrBr4S3
Haletos com Metais de Transição,Ti2BF2
Haletos com Metais de Transição,Ti2BF2S2
Haletos com Metais de Transição,Ti2Br2N2
Haletos com Metais de Transição,Ti2Br2O2
Haletos com Metais de Transição,Ti2Br2Se2
Haletos com Metais de Transição,Ti2BrINS
Haletos com Metais de Transição,Ti2Cl2
Haletos com Metais de Transição,Ti2Cl2O
Haletos com Metais de Transição,Ti2Cl2S2
Haletos com Metais de Transição,Ti2F2N
Haletos com Metais de Transição,Ti2F2S2
Haletos com Metais de Transição,Ti2F4
Haletos com Metais de Transição,Ti2I2
Haletos com Metais de Transição,Ti2I2O
Haletos com Metais de Transição,Ti2I4
Haletos com Metais de Transição,Ti3B2F2O2
Haletos com Metais de Transição,Ti3BrIN2
Haletos com Metais de Transição,Ti3C2Cl2
Haletos com Metais de Transição,Ti3C2F2
Haletos com Metais de Transição,Ti3C2F2Se2
Haletos com Metais de Transição,Ti3CI2OS2
Haletos com Metais de Transição,Ti3ClINO2
Haletos com Metais de Transição,Ti4B3Cl2
Haletos com Metais de Transição,Ti4C3F2S2
Haletos com Metais de Transição,Ti4Cl2N3
Haletos com Metais de Transição,Ti4F4S4
Haletos com Metais de Transição,Ti4F4Se4
Haletos com Metais de Transição,Ti5Cl2IN3O
Haletos com Metais de Transição,Ti8Cl6N4SSe
Haletos com Metais de Transição,TiBrI
Haletos com Metais de Transição,TiGeI2S2
Haletos com Metais de Transição,TiGeI2Se2
Haletos com Metais de Transição,TiI2S2
Haletos com Metais de Transição,TiZr3BrCl3N3O
Haletos com Metais de Transição,TiZrF3I
Haletos com Metais de Transição,V2Br2Se2
Haletos com Metais de Transição,V2Br2Te2
Haletos com Metais de Transição,V2Br4
Haletos com Metais de Transição,V2Br6
Haletos com Metais de Transição,V2Cl2N
Haletos com Metais de Transição,V2Cl2N2
Haletos com Metais de Transição,V2Cl2O3
Haletos com Metais de Transição,V2Cl2O7Te2
Haletos com Metais de Transição,V2Cl6
Haletos com Metais de Transição,V2F2O2
Haletos com Metais de Transição,V2F2Te2
Haletos com Metais de Transição,V2I4
Haletos com Metais de Transição,V3B2F2Se2
Haletos com Metais de Transição,V3BrCl2Ge2S6
Haletos com Metais de Transição,V3C2F2
Haletos com Metais de Transição,V3C2F2S2
Haletos com Metais de Transição,V3F2N2S2
Haletos com Metais de Transição,V4C3Cl2
Haletos com Metais de Transição,V4C3F2S2
Haletos com Metais de Transição,VB4FH4O6
Haletos com Metais de Transição,VBrClGeN
Haletos com Metais de Transição,VBrGeTe
Haletos com Metais de Transição,VBrIN
Haletos com Metais de Transição,VC4FH4O6
Haletos com Metais de Transição,VCl2O
Haletos com Metais de Transição,VClF
Haletos com Metais de Transição,VF2S2
Haletos com Metais de Transição,VFH4N4O6
Haletos com Metais de Transição,VFO
Haletos com Metais de Transição,VI2S
Haletos com Metais de Transição,VWBr2NO
Haletos com Metais de Transição,VWBr5I
Haletos com Metais de Transição,VYClSe
Haletos com Metais de Transição,VZnCl3O
Haletos com Metais de Transição,VZr2I2N2
Haletos com Metais de Transição,W2Br6
Haletos com Metais de Transição,W2CCl2
Haletos com Metais de Transição,W2F2N
Haletos com Metais de Transição,W2I2S2
Haletos com Metais de Transição,W3B2Cl2
Haletos com Metais de Transição,W3Br3ClTe
Haletos com Metais de Transição,W4C3F2
Haletos com Metais de Transição,W4F2N3
Haletos com Metais de Transição,WBr2
Haletos com Metais de Transição,WBr2S
Haletos com Metais de Transição,WBr6Sb
Haletos com Metais de Transição,Y2BCl2
Haletos com Metais de Transição,Y2BF2
Haletos com Metais de Transição,Y2Br2
Haletos com Metais de Transição,Y2Br4
Haletos com Metais de Transição,Y2Br6
Haletos com Metais de Transição,Y2Cl2O2
Haletos com Metais de Transição,Y2Cl2O4
Haletos com Metais de Transição,Y2F2
Haletos com Metais de Transição,Y2I2OS
Haletos com Metais de Transição,Y3B2Cl2
Haletos com Metais de Transição,Y3C2Cl2
Haletos com Metais de Transição,Y3C2F2
Haletos com Metais de Transição,Y3Cl2N2
Haletos com Metais de Transição,Y4C3Cl2
Haletos com Metais de Transição,Y4C3F2
Haletos com Metais de Transição,Y4C3F2S2
Haletos com Metais de Transição,YBr
Haletos com Metais de Transição,YBrSe
Haletos com Metais de Transição,Zn2As4Cl4S6
Haletos com Metais de Transição,Zn2As4F4O6
Haletos com Metais de Transição,Zn2BrClS2
Haletos com Metais de Transição,Zn2F2
Haletos com Metais de Transição,Zn2F4O6Sb4
Haletos com Metais de Transição,Zn2F4P4S6
Haletos com Metais de Transição,Zn2I4S6Sb4
Haletos com Metais de Transição,Zn2ISTe
Haletos com Metais de Transição,ZnBr2
Haletos com Metais de Transição,ZnBr2GeS
Haletos com Metais de Transição,ZnBr2GeSe2
Haletos com Metais de Transição,ZnIS
Haletos com Metais de Transição,ZnZrBrIO
Haletos com Metais de Transição,Zr2Br2C2
Haletos com Metais de Transição,Zr2Br2Cl4
Haletos com Metais de Transição,Zr2Br6
Haletos com Metais de Transição,Zr2BrIN
Haletos com Metais de Transição,Zr2Cl2
Haletos com Metais de Transição,Zr2Cl2I2
Haletos com Metais de Transição,Zr2Cl2N
Haletos com Metais de Transição,Zr2F2S2
Haletos com Metais de Transição,Zr2F2Te2
Haletos com Metais de Transição,Zr2I2O2
Haletos com Metais de Transição,Zr2I2S
Haletos com Metais de Transição,Zr2I2S2
Haletos com Metais de Transição,Zr2I2Se2
Haletos com Metais de Transição,Zr2IS3
Haletos com Metais de Transição,Zr3B2F2Se2
Haletos com Metais de Transição,Zr3Br2N
Haletos com Metais de Transição,Zr3BrClO3
Haletos com Metais de Transição,Zr3F2N2Te2
Haletos com Metais de Transição,Zr4B3Cl2
Haletos com Metais de Transição,Zr4B3F2
Haletos com Metais de Transição,Zr4Cl4Se4
Haletos com Metais de Transição,Zr4Cl4Te4
Haletos com Metais de Transição,Zr4F2N3
Haletos com Metais de Transição,Zr4F2N3S2
Haletos com Metais de Transição,Zr4F4O4
Haletos com Metais de Transição,Zr4I4S4
Haletos com Metais de Transição,ZrAs2F2O6
Haletos com Metais de Transição,ZrBr2
Haletos com Metais de Transição,ZrBr2GeN2
Haletos com Metais de Transição,ZrBr5GeS
Haletos com Metais de Transição,ZrBrCl
Haletos com Metais de Transição,ZrBrClN
Haletos com Metais de Transição,ZrBrF
Haletos com Metais de Transição,ZrCl2
Haletos com Metais de Transição,ZrCl3Ge3Se4Te
Haletos com Metais de Transição,ZrF2P2S6
Haletos com Metais de Transição,ZrI2Se
Monoelementares,Ag2
Monoelementares,As4
Monoelementares,Ge2
Monoelementares,K
Monoelementares,P4
Monoelementares,Sb2
Monoelementares,Si2
Monoelementares,Sn2
Outros Binários,Ag2Ba2
Outros Binários,Ag2Se4
Outros Binários,Ag2Te2
Outros Binários,Ag2Te4
Outros Binários,AgH2
Outros Binários,Al2Bi2
Outros Binários,Al2S5
Outros Binários,Al2Te3
Outros Binários,Al2Te5
Outros Binários,Al3S4
Outros Binários,Al8Se12
Outros Binários,AlC
Outros Binários,AlN
Outros Binários,AlS2
Outros Binários,As2Se2
Outros Binários,As4S6
Outros Binários,AsSe2
Outros Binários,Au2Te4
Outros Binários,AuH2
Outros Binários,AuLi2
Outros Binários,B6N2
Outros Binários,BC
Outros Binários,BN
Outros Binários,Bi2S4
Outros Binários,Bi2Sn6
Outros Binários,Bi2Te4
Outros Binários,Bi2W
Outros Binários,Bi4Cu4
Outros Binários,BiNi
Outros Binários,BiS2
Outros Binários,BiTl
Outros Binários,Ca4As4
Outros Binários,CaSe2
Outros Binários,Cd2S4
Outros Binários,CdH2
Outros Binários,Co2S2
Outros Binários,Co2Se6
Outros Binários,Co3S4
Outros Binários,Co3Te4
Outros Binários,CoH2
Outros Binários,CoLi2
Outros Binários,Cr2S5
Outros Binários,Cr4C3
Outros Binários,Cu2H4
Outros Binários,Cu2S2
Outros Binários,Cu2Se2
Outros Binários,Cu2Se4
Outros Binários,Fe2S2
Outros Binários,Fe2S4
Outros Binários,Fe2Te2
Outros Binários,Fe3Te4
Outros Binários,Fe4N3
Outros Binários,Ga2S5
Outros Binários,Ga2Se2
Outros Binários,Ga2Se3
Outros Binários,Ga4Te6
Outros Binários,Ga8S12
Outros Binários,Ga8Se12
Outros Binários,GaC
Outros Binários,GaS2
Outros Binários,Ge2S4
Outros Binários,Ge2Te2
Outros Binários,Ge6N2
Outros Binários,GeSe2
Outros Binários,Hf2Te2
Outros Binários,Hf3N2
Outros Binários,Hf3Te2
Outros Binários,HfPd2
Outros Binários,HgH2
Outros Binários,In2Se4
Outros Binários,In3S4
Outros Binários,In3Se4
Outros Binários,In4Te4
Outros Binários,In8S12
Outros Binários,In8Te12
Outros Binários,InAs
Outros Binários,InH2
Outros Binários,Ir2Te4
Outros Binários,Li2B2
Outros Binários,Li2Mn
Outros Binários,Li2Os
Outros Binários,Li2Pb
Outros Binários,Li2Ta
Outros Binários,Li4S12
Outros Binários,Mn2S4
Outros Binários,Mn2Te4
Outros Binários,Mn3C12
Outros Binários,Mn3N2
Outros Binários,Mo2Se2
Outros Binários,Mo3C2
Outros Binários,Mo4N3
Outros Binários,MoAs2
Outros Binários,MoP2
Outros Binários,N2Si6
Outros Binários,Na2Ni
Outros Binários,NaC12
Outros Binários,Nb2S2
Outros Binários,Nb4S12
Outros Binários,Nb4S2
Outros Binários,Nb4Se2
Outros Binários,Nb4Te6
Outros Binários,NbP2
Outros Binários,Ni2Se2
Outros Binários,Ni2Te4
Outros Binários,Ni3Te4
Outros Binários,NiH2
Outros Binários,Os2Se6
Outros Binários,P4S8
Outros Binários,P4Te6
Outros Binários,P8Si4
Outros Binários,Pb2Se4
Outros Binários,Pb2Te2
Outros Binários,PbS
Outros Binários,PbSe
Outros Binários,Pd2S2
Outros Binários,Pd2S4
Outros Binários,Pd2Se4
Outros Binários,PdH2
Outros Binários,Pt2S8
Outros Binários,Pt2Se2
Outros Binários,Pt2Te2
Outros Binários,Pt2Te6
Outros Binários,PtH2
Outros Binários,RbSe2
Outros Binários,Re2Se2
Outros Binários,ReH2
Outros Binários,Rh2S2
Outros Binários,Rh2S4
Outros Binários,Rh2S6
Outros Binários,Rh2Se2
Outros Binários,Rh2Se4
Outros Binários,Rh2Te6
Outros Binários,Ru2Se4
Outros Binários,Ru2Se6
Outros Binários,S14Sb4
Outros Binários,S2Sb
Outros Binários,Sb2Se2
Outros Binários,SbTe2
Outros Binários,Sc2Se2
Outros Binários,Sc2Te6
Outros Binários,SiTe2
Outros Binários,Sn4S4
Outros Binários,SnSe
Outros Binários,SnTe2
Outros Binários,Sr2Se2
Outros Binários,Sr4S16
Outros Binários,Ta2C
Outros Binários,Ta2S6
Outros Binários,Ta4S6
Outros Binários,TaH2
Outros Binários,Ti2S2
Outros Binários,Ti2Te6
Outros Binários,TiAs2
Outros Binários,TiP2
Outros Binários,Tl2S2
Outros Binários,Tl2S4
Outros Binários,Tl2S5
Outros Binários,Tl2Se4
Outros Binários,Tl3S4
Outros Binários,Tl3Te4
Outros Binários,V2Te4
Outros Binários,V3C2
Outros Binários,V3N2
Outros Binários,VP2
Outros Binários,W2C
Outros Binários,W2S5
Outros Binários,W3N2
Outros Binários,WAs2
Outros Binários,WP2
Outros Binários,Y2C
Outros Binários,Y2N
Outros Binários,Y2Se6
Outros Binários,YSe
Outros Binários,Zn2Se4
Outros Binários,ZnN10
Outros Binários,Zr2S2
Outros Binários,Zr2Te2
Outros Binários,Zr3B2
Outros Binários,Zr3Se2
Outros Binários,Zr4N3
Outros Haletos,Al2Br2N2
Outros Haletos,Al2Br4
Outros Haletos,Al2C4F4H10
Outros Haletos,Al2Cl2N2
Outros Haletos,Al2Cl2O2
Outros Haletos,Al2F4H10N4
Outros Haletos,Al2F6
Outros Haletos,Al2I2
Outros Haletos,Al2I2O2
Outros Haletos,AlCl2
Outros Haletos,AlLiBr4O12
Outros Haletos,AlLiI4O12
Outros Haletos,As2F2Ge2O6
Outros Haletos,As2F2O12P4
Outros Haletos,As2I6
Outros Haletos,BF2Si
Outros Haletos,Ba2Br4O8
Outros Haletos,Ba2F2I2
Outros Haletos,BaBi2F12
Outros Haletos,BaBrI
Outros Haletos,BaI2
Outros Haletos,Bi2Br2N2
Outros Haletos,Bi2Br6
Outros Haletos,Bi2I2N2
Outros Haletos,BiBr3Ge3O5
Outros Haletos,BiBrO
Outros Haletos,BiCl2
Outros Haletos,Br2Ge
Outros Haletos,Br2OSb
Outros Haletos,Br2Sb2
Outros Haletos,C2F2Ge2
Outros Haletos,Ca2Cl2
Outros Haletos,Ca2Cl2O
Outros Haletos,Ca2Cl4
Outros Haletos,Ca2F4H8O4
Outros Haletos,Ca2F4O8
Outros Haletos,Ca2Pb4F12
Outros Haletos,CaHIO
Outros Haletos,CaI2
Outros Haletos,Cl2Ge2N2
Outros Haletos,Cl2Si
Outros Haletos,Cl2Si2
Outros Haletos,Cl6Sb2
Outros Haletos,Cs2Cl2
Outros Haletos,Cs2Cl2F8
Outros Haletos,Cs2Cl2O6
Outros Haletos,Cs2F2
Outros Haletos,Cs2H8I2
Outros Haletos,CsI2
Outros Haletos,F2Ge2
Outros Haletos,F2O12P6
Outros Haletos,F2Si
Outros Haletos,F4Ge
Outros Haletos,F4O10Si4
Outros Haletos,Ga2C4Cl4F10
Outros Haletos,Ga2C4F14
Outros Haletos,Ga2Cl4H10N4
Outros Haletos,Ga2F6
Outros Haletos,Ga2GeI2
Outros Haletos,Ga2I2N2
Outros Haletos,Ga2I6
Outros Haletos,GaCl2N
Outros Haletos,GeI2
Outros Haletos,IOP
Outros Haletos,In2Br3Cl
Outros Haletos,In2BrIO
Outros Haletos,In2C4F10H4
Outros Haletos,In2Cl6
Outros Haletos,In2F2O2
Outros Haletos,In2Tl2Cl8
Outros Haletos,In3BrIO3
Outros Haletos,In4Br8
Outros Haletos,In4F8
Outros Haletos,InI2
Outros Haletos,InNaI4O12
Outros Haletos,K2Br2
Outros Haletos,K2Br2Cl8
Outros Haletos,K2Br2O6
Outros Haletos,K2F8I2
Outros Haletos,K2I2O6
Outros Haletos,KI2
Outros Haletos,Li2Br2F8O4
Outros Haletos,Li2Br2O4
Outros Haletos,Li2F4N2
Outros Haletos,Na2B2F8O8
Outros Haletos,Na2C4F6O6
Outros Haletos,Na2I2
Outros Haletos,NaCl2
Outros Haletos,Pb2As2C2F6O6
Outros Haletos,Pb2Br2N2
Outros Haletos,Pb2Br2O2
Outros Haletos,Pb2Cl2N2
Outros Haletos,Pb2F2O6P2
Outros Haletos,Pb2F2O6Sb2
Outros Haletos,PbF2
Outros Haletos,RbF
Outros Haletos,Sn2Cl2O6P2
Outros Haletos,Sn2F2O6P2
Outros Haletos,Sn4Sr2Cl12
Outros Haletos,SnBr2
Outros Haletos,SnF2O2
Outros Haletos,SnF4
Outros Haletos,SnFO
Outros Haletos,SnI2
Outros Haletos,Sr2Br2Cl2
Outros Haletos,Sr2Cl12Ge4
Outros Haletos,Sr2Cl2H2
Outros Haletos,Sr2Cl2N2O6
Outros Haletos,Sr2Cl4H8O4
Outros Haletos,Sr2F12Ge4
Outros Haletos,Sr2F2
Outros Haletos,Sr2F4O8
Outros Haletos,Sr2I2
Outros Haletos,SrBr2
Outros Haletos,SrCl2
Outros Haletos,SrHIO
Outros Haletos,Tl2Br4
Outros Haletos,Tl2Cl4
Outros Haletos,Tl2F2
Outros Haletos,Tl2F6
TMDs (Dicalcogenetos),Ag2S
TMDs (Dicalcogenetos),AgTe2
TMDs (Dicalcogenetos),Au2Te
TMDs (Dicalcogenetos),AuS2
TMDs (Dicalcogenetos),CdSe2
TMDs (Dicalcogenetos),CrSe2
TMDs (Dicalcogenetos),Cu2Se
TMDs (Dicalcogenetos),HgSe2
TMDs (Dicalcogenetos),HgTe2
TMDs (Dicalcogenetos),MnS2
TMDs (Dicalcogenetos),MnSe2
TMDs (Dicalcogenetos),PdSe2
TMDs (Dicalcogenetos),PdTe2
TMDs (Dicalcogenetos),PtS2
TMDs (Dicalcogenetos),ReSe2
TMDs (Dicalcogenetos),TaS2
TMDs (Dicalcogenetos),TaSe2
TMDs (Dicalcogenetos),TaTe2
TMDs (Dicalcogenetos),VS2
TMDs (Dicalcogenetos),YS2
TMDs (Dicalcogenetos),ZnTe2
Ternários / Multicomponentes,Ag2As2Te6
Ternários / Multicomponentes,Ag2BaS8
Ternários / Multicomponentes,Ag2Bi2Te4
Ternários / Multicomponentes,Ag2C4H4S8
Ternários / Multicomponentes,Ag2MoSe4
Ternários / Multicomponentes,Ag2P2S4
Ternários / Multicomponentes,Ag2P2S6
Ternários / Multicomponentes,Ag2P2Te4
Ternários / Multicomponentes,Ag2S4Sb2
Ternários / Multicomponentes,Ag3AsS4
Ternários / Multicomponentes,Ag4Li2V2S12
Ternários / Multicomponentes,Ag4S12Te2
Ternários / Multicomponentes,Ag8C4N8
Ternários / Multicomponentes,AgAlAs2Se6
Ternários / Multicomponentes,AgAlS6Sb2
Ternários / Multicomponentes,AgBiAs2Se6
Ternários / Multicomponentes,AgBiP2Te6
Ternários / Multicomponentes,AgBiSb2Te6
Ternários / Multicomponentes,AgCdSr2TlS5
Ternários / Multicomponentes,AgCo2S4
Ternários / Multicomponentes,AgCrAs2Se6
Ternários / Multicomponentes,AgCrSb2Te6
Ternários / Multicomponentes,AgCuSe2
Ternários / Multicomponentes,AgGaAs2S6
Ternários / Multicomponentes,AgGaAs2Te6
Ternários / Multicomponentes,AgGaSb2Te6
Ternários / Multicomponentes,AgHfV2S8
Ternários / Multicomponentes,AgInAs2Se6
Ternários / Multicomponentes,AgInP2Se6
Ternários / Multicomponentes,AgInP2Te6
Ternários / Multicomponentes,AgInSb2Se6
Ternários / Multicomponentes,AgSTe
Ternários / Multicomponentes,AgSb3Te6
Ternários / Multicomponentes,AgScAs2Te6
Ternários / Multicomponentes,AgSnH6
Ternários / Multicomponentes,AgTlAs2Te6
Ternários / Multicomponentes,AgTlS6Sb2
Ternários / Multicomponentes,AgVAs2Te6
Ternários / Multicomponentes,Al2As2S6
Ternários / Multicomponentes,Al2As2Te6
Ternários / Multicomponentes,Al2CdTe4
Ternários / Multicomponentes,Al2Co2S5
Ternários / Multicomponentes,Al2Fe2Se5
Ternários / Multicomponentes,Al2Ge2S2
Ternários / Multicomponentes,Al2Ge2S6
Ternários / Multicomponentes,Al2In2S6
Ternários / Multicomponentes,Al2MnSe4
Ternários / Multicomponentes,Al2P2S6
Ternários / Multicomponentes,Al2S6Si2
Ternários / Multicomponentes,Al2Si2Te6
Ternários / Multicomponentes,Al2Sn2Te2
Ternários / Multicomponentes,Al2Tl2Se6
Ternários / Multicomponentes,Al2Zn3S6
Ternários / Multicomponentes,Al2ZnSe4
Ternários / Multicomponentes,AlAuAs2Se6
Ternários / Multicomponentes,AlAuS6Sb2
Ternários / Multicomponentes,AlAuSb2Te6
Ternários / Multicomponentes,AlCdGaTe4
Ternários / Multicomponentes,AlCdTlSe4
Ternários / Multicomponentes,AlCdTlTe4
Ternários / Multicomponentes,AlCuP2S6
Ternários / Multicomponentes,AlGaSe2
Ternários / Multicomponentes,AlHgInS4
Ternários / Multicomponentes,AlHgTlS4
Ternários / Multicomponentes,AlLiS6Sb2
Ternários / Multicomponentes,AlNaAs2Te6
Ternários / Multicomponentes,AlNaSb2Te6
Ternários / Multicomponentes,AlNiSe2
Ternários / Multicomponentes,As2C2Ge2H6S6
Ternários / Multicomponentes,As2Ge2H2S6
Ternários / Multicomponentes,As2P2Te6
Ternários / Multicomponentes,As2S6Sb2
Ternários / Multicomponentes,As2S9Si3
Ternários / Multicomponentes,As4Ge4S4
Ternários / Multicomponentes,As4Si4Te4
Ternários / Multicomponentes,As8S4Te8
Ternários / Multicomponentes,AsGe2Te6
Ternários / Multicomponentes,Au2As2S6
Ternários / Multicomponentes,Au2Bi2Te4
Ternários / Multicomponentes,Au2CaS8
Ternários / Multicomponentes,Au2Cr2S8
Ternários / Multicomponentes,Au2Cr2Sb4Te12
Ternários / Multicomponentes,Au2Ge2S6
Ternários / Multicomponentes,Au2Mn2SSe3
Ternários / Multicomponentes,Au2MoS4
Ternários / Multicomponentes,Au2MoTe4
Ternários / Multicomponentes,Au2P2Te4
Ternários / Multicomponentes,Au2S6Si2
Ternários / Multicomponentes,Au2SnS4
Ternários / Multicomponentes,Au2SrH12
Ternários / Multicomponentes,Au3AsS4
Ternários / Multicomponentes,Au4S5Se3
Ternários / Multicomponentes,AuB6H4N6S2
Ternários / Multicomponentes,AuBa2CdInS5
Ternários / Multicomponentes,AuBiAs2S6
Ternários / Multicomponentes,AuBiP2Se6
Ternários / Multicomponentes,AuBiS6Sb2
Ternários / Multicomponentes,AuCdInSr2S5
Ternários / Multicomponentes,AuCrAs2Se6
Ternários / Multicomponentes,AuCrP2Te6
Ternários / Multicomponentes,AuCrSb2Te6
Ternários / Multicomponentes,AuGaP2Se6
Ternários / Multicomponentes,AuGaSb2Te6
Ternários / Multicomponentes,AuInP2S6
Ternários / Multicomponentes,AuInP2Te6
Ternários / Multicomponentes,AuNiSe4
Ternários / Multicomponentes,AuP2S6Sb
Ternários / Multicomponentes,AuScAs2S6
Ternários / Multicomponentes,AuScAs2Te6
Ternários / Multicomponentes,AuScP2Te6
Ternários / Multicomponentes,AuScSb2Se6
Ternários / Multicomponentes,AuTl2Se4
Ternários / Multicomponentes,AuTlP2Se6
Ternários / Multicomponentes,Ba2Mn2Sn2
Ternários / Multicomponentes,Ba2Ni2Si2
Ternários / Multicomponentes,Ba2Ni2Sn2
Ternários / Multicomponentes,Ba4H4P4S8
Ternários / Multicomponentes,Ba4H4P4Se8
Ternários / Multicomponentes,Ba4H4P4Te8
Ternários / Multicomponentes,Ba4H4S8Sb4
Ternários / Multicomponentes,BaNb2S7
Ternários / Multicomponentes,BaSnTe2
Ternários / Multicomponentes,Bi2Cu2S4
Ternários / Multicomponentes,Bi2Cu2Te4
Ternários / Multicomponentes,Bi2K2Ni2
Ternários / Multicomponentes,Bi2MnSe4
Ternários / Multicomponentes,Bi2P2S6
Ternários / Multicomponentes,Bi2PbSe4
Ternários / Multicomponentes,Bi2S2Te
Ternários / Multicomponentes,Bi4Li4S8
Ternários / Multicomponentes,Bi4Sr2S8
Ternários / Multicomponentes,Bi6Ir2S4
Ternários / Multicomponentes,Bi6S7Se2
Ternários / Multicomponentes,Bi8S4Te8
Ternários / Multicomponentes,BiCo2S2
Ternários / Multicomponentes,BiCuP2Se6
Ternários / Multicomponentes,BiGaPt2S2Se4
Ternários / Multicomponentes,BiGeSSe
Ternários / Multicomponentes,BiHS6Te2
Ternários / Multicomponentes,BiHfSb
Ternários / Multicomponentes,BiLiMnSb
Ternários / Multicomponentes,BiNi2Te2
Ternários / Multicomponentes,BiPd2Te2
Ternários / Multicomponentes,BiSbTe2
Ternários / Multicomponentes,BiTiP
Ternários / Multicomponentes,BiTiSb
Ternários / Multicomponentes,BiWP
Ternários / Multicomponentes,BiWSb
Ternários / Multicomponentes,BiZrAs
Ternários / Multicomponentes,C2Ge2H6P2S6
Ternários / Multicomponentes,Ca2Ni2Si2
Ternários / Multicomponentes,Ca2Ni2Sn2
Ternários / Multicomponentes,Ca2P4S12
Ternários / Multicomponentes,CaH2Te2
Ternários / Multicomponentes,Cd2Pd4Se6
Ternários / Multicomponentes,Cd2Pd4Te6
Ternários / Multicomponentes,Cd2S6Sb2
Ternários / Multicomponentes,CdGa2Se4
Ternários / Multicomponentes,CdGaTlSe4
Ternários / Multicomponentes,CdGeS2
Ternários / Multicomponentes,CdH2Se2
Ternários / Multicomponentes,CdInTlSe4
Ternários / Multicomponentes,CdInTlTe4
Ternários / Multicomponentes,Co2Ga2S5
Ternários / Multicomponentes,Co2Ga2Se5
Ternários / Multicomponentes,Co2Ga2Te5
Ternários / Multicomponentes,Co2H2Se4
Ternários / Multicomponentes,Co2Li2As2
Ternários / Multicomponentes,Co2Li2Sb2
Ternários / Multicomponentes,Co2Mg2Sn2
Ternários / Multicomponentes,Co2Pd2As2
Ternários / Multicomponentes,Co2Pt2As2
Ternários / Multicomponentes,Co2S6Sb2
Ternários / Multicomponentes,Co2Sn2Sr2
Ternários / Multicomponentes,Co2Ta4Se10
Ternários / Multicomponentes,Co3Se2Si
Ternários / Multicomponentes,Co4Nb2S6
Ternários / Multicomponentes,Co4Nb2Te6
Ternários / Multicomponentes,Co4Ta2S2Te2
Ternários / Multicomponentes,Co4Ta2S4
Ternários / Multicomponentes,Co4Ta2S6
Ternários / Multicomponentes,Co4Ta4Se8
Ternários / Multicomponentes,Co5PdS12
Ternários / Multicomponentes,CoC6H8S4
Ternários / Multicomponentes,CoCr2Se4
Ternários / Multicomponentes,CoIn2Te4
Ternários / Multicomponentes,CoMn2B6C6
Ternários / Multicomponentes,CoNiTe2
Ternários / Multicomponentes,CoPb2B6C6
Ternários / Multicomponentes,CoPdTiSe4
Ternários / Multicomponentes,CoRe2RhS8
Ternários / Multicomponentes,CoSn2C6N6
Ternários / Multicomponentes,Cr2BH2S2
Ternários / Multicomponentes,Cr2CSe2
Ternários / Multicomponentes,Cr2CTe2
Ternários / Multicomponentes,Cr2Cu2As4S12
Ternários / Multicomponentes,Cr2Cu2As4Se12
Ternários / Multicomponentes,Cr2Cu2P4S12
Ternários / Multicomponentes,Cr2Cu2Sb4Se12
Ternários / Multicomponentes,Cr2Cu2Sb4Te12
Ternários / Multicomponentes,Cr2CuS6
Ternários / Multicomponentes,Cr2FeTe4
Ternários / Multicomponentes,Cr2H2NS2
Ternários / Multicomponentes,Cr2Nb2Se10
Ternários / Multicomponentes,Cr2P2Te6
Ternários / Multicomponentes,Cr2PdTe4
Ternários / Multicomponentes,Cr2Sb2Se6
Ternários / Multicomponentes,Cr2Sn2Te6
Ternários / Multicomponentes,Cr2Ta4S12
Ternários / Multicomponentes,Cr3B2S2
Ternários / Multicomponentes,Cr3MoSe8
Ternários / Multicomponentes,Cr3MoTe8
Ternários / Multicomponentes,Cr3N2S2
Ternários / Multicomponentes,Cr3TaSe4
Ternários / Multicomponentes,Cr3WSe8
Ternários / Multicomponentes,Cr4B3H2S2
Ternários / Multicomponentes,Cr4C3H2S2
Ternários / Multicomponentes,Cr4C3S2
Ternários / Multicomponentes,CrAsSb
Ternários / Multicomponentes,CrGa2Se4
Ternários / Multicomponentes,CrHfMoVS2Se6
Ternários / Multicomponentes,CrMo3Se8
