Classe,formula
Haletos com Metais de Transição,CuInBrIS2
Haletos com Metais de Transição,CuInClIS2
Haletos com Metais de Transição,CuIrCl2S2
Haletos com Metais de Transição,CuLiMoBr2O2
Haletos com Metais de Transição,CuMnMoI2OS
Haletos com Metais de Transição,CuMoBr2O2
Haletos com Metais de Transição,CuNb3Br6O2
Haletos com Metais de Transição,CuNbNiI2N3
Haletos com Metais de Transição,CuNiReBr8
Haletos com Metais de Transição,CuPtI2S2
Haletos com Metais de Transição,CuRe2Br4Se
Haletos com Metais de Transição,CuRhBr2O
Haletos com Metais de Transição,CuSr2F2S2
Haletos com Metais de Transição,CuWBr2OS
Haletos com Metais de Transição,Fe2As2Cl2S4
Haletos com Metais de Transição,Fe2As4Br4O6
Haletos com Metais de Transição,Fe2Br2
Haletos com Metais de Transição,Fe2Br2P2Se4
Haletos com Metais de Transição,Fe2Br2P2Te4
Haletos com Metais de Transição,Fe2Br6
Haletos com Metais de Transição,Fe2C2Cl2
Haletos com Metais de Transição,Fe2CF2
Haletos com Metais de Transição,Fe2Cl2
Haletos com Metais de Transição,Fe2Cl2S4Sb2
Haletos com Metais de Transição,Fe2Cl2Sb2Se4
Haletos com Metais de Transição,Fe2F2NO2
Haletos com Metais de Transição,Fe2I2
Haletos com Metais de Transição,Fe2I2N2
Haletos com Metais de Transição,Fe2I2P2Te4
Haletos com Metais de Transição,Fe2I2S2
Haletos com Metais de Transição,Fe2I2SSe3
Haletos com Metais de Transição,Fe2I2Te2
Haletos com Metais de Transição,Fe2LiBrClO4Sb
Haletos com Metais de Transição,Fe2Mo2Br2O8
Haletos com Metais de Transição,Fe2Mo2I2S8
Haletos com Metais de Transição,Fe3B2F2
Haletos com Metais de Transição,Fe3C2Cl2
Haletos com Metais de Transição,Fe3Cl3IS
Haletos com Metais de Transição,Fe4B3F2O2
Haletos com Metais de Transição,Fe5GaBr2
Haletos com Metais de Transição,Fe5GaCl2
Haletos com Metais de Transição,Fe5GaI2
Haletos com Metais de Transição,Fe5InF2
Haletos com Metais de Transição,Fe5TlCl2
Haletos com Metais de Transição,FeB4Br2F4N2
Haletos com Metais de Transição,FeB4C2F6
Haletos com Metais de Transição,FeBr2C2H4N4
Haletos com Metais de Transição,FeC6F6N2
Haletos com Metais de Transição,FeC8F2H4
Haletos com Metais de Transição,FeCl2
Haletos com Metais de Transição,FeF2O2
Haletos com Metais de Transição,FeF2S
Haletos com Metais de Transição,FeF6N6
Haletos com Metais de Transição,FeMn2BrCl3Se
Haletos com Metais de Transição,FePdBrIS2
Haletos com Metais de Transição,FeReClI2Te
Haletos com Metais de Transição,FeZrCl6
Haletos com Metais de Transição,Ga2HfBr3GeIS4
Haletos com Metais de Transição,Ga2RuBr2PSe4
Haletos com Metais de Transição,GaHfClIN2
Haletos com Metais de Transição,GaIrBr2OS
Haletos com Metais de Transição,GaMnBr2Ge2
Haletos com Metais de Transição,GaNbZrCl2N2
Haletos com Metais de Transição,GaNbZrI2S3
Haletos com Metais de Transição,GaNi3RuZnCl3IP3Te2
Haletos com Metais de Transição,GaNiBrClS2
Haletos com Metais de Transição,GaNiTa2Br3ClS4
Haletos com Metais de Transição,GaOs3Br4S4
Haletos com Metais de Transição,GaRhCl2O2
Haletos com Metais de Transição,GaRuISe
Haletos com Metais de Transição,GaTaBrTe3
Haletos com Metais de Transição,GaZrBrClNS
Haletos com Metais de Transição,Hf2Br2
Haletos com Metais de Transição,Hf2Br2I2
Haletos com Metais de Transição,Hf2Br2O2
Haletos com Metais de Transição,Hf2Br6
Haletos com Metais de Transição,Hf2BrCl2S3
Haletos com Metais de Transição,Hf2BrCl3S2
Haletos com Metais de Transição,Hf2BrClO2
Haletos com Metais de Transição,Hf2BrIS4
Haletos com Metais de Transição,Hf2BrNSe
Haletos com Metais de Transição,Hf2C2F2
Haletos com Metais de Transição,Hf2C2I2
Haletos com Metais de Transição,Hf2Cl2N
Haletos com Metais de Transição,Hf2Cl2S2
Haletos com Metais de Transição,Hf2Cl2Te2
Haletos com Metais de Transição,Hf2Cl3S
Haletos com Metais de Transição,Hf2F2Te2
Haletos com Metais de Transição,Hf2I2N
Haletos com Metais de Transição,Hf2I2NO
Haletos com Metais de Transição,Hf2I2OS
Haletos com Metais de Transição,Hf2Mo2ClI3S2Se2
Haletos com Metais de Transição,Hf2Ti2Br3ClS4
Haletos com Metais de Transição,Hf2TiZrBr8
Haletos com Metais de Transição,Hf2VClIO4
Haletos com Metais de Transição,Hf3Br2NS
Haletos com Metais de Transição,Hf3BrIO2
Haletos com Metais de Transição,Hf3C2F2S2
Haletos com Metais de Transição,Hf3Cl4GeS3Se
Haletos com Metais de Transição,Hf3F2N2Se2
Haletos com Metais de Transição,Hf3INS3
Haletos com Metais de Transição,Hf3MoBr3Cl3SSe
Haletos com Metais de Transição,Hf3WClI4O2Se
Haletos com Metais de Transição,Hf3ZrI6Se2
Haletos com Metais de Transição,Hf4Br3ClS2Se2
Haletos com Metais de Transição,Hf4Br3IS3Se
Haletos com Metais de Transição,Hf4Br3S5
Haletos com Metais de Transição,Hf4Br4O4
Haletos com Metais de Transição,Hf4Br4S4
Haletos com Metais de Transição,Hf4Cl2N3
Haletos com Metais de Transição,Hf4Cl4Se4
Haletos com Metais de Transição,Hf4F2N3
Haletos com Metais de Transição,Hf4F4Te4
Haletos com Metais de Transição,Hf4I4O4
Haletos com Metais de Transição,Hf4I4Se4
Haletos com Metais de Transição,Hf4I4Te4
Haletos com Metais de Transição,HfBr2Se
Haletos com Metais de Transição,HfCl2
Haletos com Metais de Transição,HfCl2Ge
Haletos com Metais de Transição,HfCl3GeS3
Haletos com Metais de Transição,HfClF
Haletos com Metais de Transição,HfClISe
Haletos com Metais de Transição,HfF2O6Sb2
Haletos com Metais de Transição,HfFI
Haletos com Metais de Transição,HfK2F6O6
Haletos com Metais de Transição,HfMn2BrIO3
Haletos com Metais de Transição,HfMn3Br4S4
Haletos com Metais de Transição,HfMnBr2S2
Haletos com Metais de Transição,HfMnBrIS2
Haletos com Metais de Transição,HfMnI2O
Haletos com Metais de Transição,HfMoBr2ISe2Te
Haletos com Metais de Transição,HfMoZrBr5ClS3
Haletos com Metais de Transição,HfNbBr2N2
Haletos com Metais de Transição,HfNiTi2I4S6
Haletos com Metais de Transição,HfRe2RhBrISe6
Haletos com Metais de Transição,HfRh3Br4S4
Haletos com Metais de Transição,HfRhBr2S2
Haletos com Metais de Transição,HfRuCl4
Haletos com Metais de Transição,HfSc2ZrCl2O5
Haletos com Metais de Transição,HfScBr2I2
Haletos com Metais de Transição,HfSn3FO7
Haletos com Metais de Transição,HfSnCl4O2
Haletos com Metais de Transição,HfTiBr2NS
Haletos com Metais de Transição,HfTiBrI3OS
Haletos com Metais de Transição,HfTiITe
Haletos com Metais de Transição,HfTiZrCl2HO4
Haletos com Metais de Transição,HfTlClINO
Haletos com Metais de Transição,HfVBrI3NO
Haletos com Metais de Transição,HfVBrIO2
Haletos com Metais de Transição,HfWBr2O2
Haletos com Metais de Transição,HfWZr2BCl6GeO3Se
Haletos com Metais de Transição,HfZnBr2O
Haletos com Metais de Transição,HfZnCl2O2
Haletos com Metais de Transição,HfZr2Cl2SSe2
Haletos com Metais de Transição,HfZr2I2S3
Haletos com Metais de Transição,HfZr2I2Se3
Haletos com Metais de Transição,HfZr3I4S4
Haletos com Metais de Transição,HfZrBrClO2
Haletos com Metais de Transição,HfZrBrISe2
Haletos com Metais de Transição,HfZrCl2IS3
Haletos com Metais de Transição,Hg2Br2O2
Haletos com Metais de Transição,Hg2Br2O4Sb2
Haletos com Metais de Transição,Hg2Br2Te2
Haletos com Metais de Transição,Hg2Cl2
Haletos com Metais de Transição,Hg2F2S4Sb2
Haletos com Metais de Transição,Hg2F2Te2
Haletos com Metais de Transição,Hg2F4S8Te2
Haletos com Metais de Transição,Hg2I2S
Haletos com Metais de Transição,Hg2K4F8
Haletos com Metais de Transição,Hg2Na4Cl8
Haletos com Metais de Transição,Hg2Na4F8
Haletos com Metais de Transição,Hg4K2F6O2S6
Haletos com Metais de Transição,Hg4K2F6O8
Haletos com Metais de Transição,Hg4K2I6O2S6
Haletos com Metais de Transição,Hg4K2I6O6S2
Haletos com Metais de Transição,Hg4K2I6O6Se2
Haletos com Metais de Transição,Hg4K2I6S8
Haletos com Metais de Transição,Hg4Na2Br6O6S2
Haletos com Metais de Transição,Hg4Na2Br6O6Te2
Haletos com Metais de Transição,Hg4Na2Cl6O6Te2
Haletos com Metais de Transição,Hg4Na2F6O2S6
Haletos com Metais de Transição,Hg4Na2F6O6Se2
Haletos com Metais de Transição,Hg4Na2I6O6Se2
Haletos com Metais de Transição,Hg4Na2I6S6Se2
Haletos com Metais de Transição,Hg4Rb2Br6O2S6
Haletos com Metais de Transição,Hg4Rb2Br6O8
Haletos com Metais de Transição,Hg4Rb2Cl6S8
Haletos com Metais de Transição,Hg4Rb2F6S8
Haletos com Metais de Transição,HgB4Cl2F4N2
Haletos com Metais de Transição,HgBrFO
Haletos com Metais de Transição,HgC4Cl2H4N2
Haletos com Metais de Transição,HgGeI2Se2
Haletos com Metais de Transição,HgHIO
Haletos com Metais de Transição,HgPb2Cl2O2
Haletos com Metais de Transição,In2Y2Cl2
Haletos com Metais de Transição,InIrBr4O2
Haletos com Metais de Transição,InIrBrIS4
Haletos com Metais de Transição,InIrMnBr2S3
Haletos com Metais de Transição,InMnBr6
Haletos com Metais de Transição,InNb2AsClS2Te3
Haletos com Metais de Transição,InNbZn2Br4O4
Haletos com Metais de Transição,InNi5Cl2
Haletos com Metais de Transição,InNiBr2ClS
Haletos com Metais de Transição,InNiClS
Haletos com Metais de Transição,InPd5F2
Haletos com Metais de Transição,InPd5I2
Haletos com Metais de Transição,InPdBrClS2
Haletos com Metais de Transição,InPdI2SSe
Haletos com Metais de Transição,InSc2Br2S
Haletos com Metais de Transição,Ir2Br2IS3
Haletos com Metais de Transição,Ir2Br2N2
Haletos com Metais de Transição,Ir2Br2Se2
Haletos com Metais de Transição,Ir2BrClS2
Haletos com Metais de Transição,Ir2Cl2N2
Haletos com Metais de Transição,Ir2Cl2Se2
Haletos com Metais de Transição,Ir2Cl4O2
Haletos com Metais de Transição,Ir2I2N2
Haletos com Metais de Transição,Ir2I2Te2
Haletos com Metais de Transição,Ir2IPS2Se2
Haletos com Metais de Transição,Ir2MnBr2SSe2
Haletos com Metais de Transição,Ir2Ni2Br2S4
Haletos com Metais de Transição,Ir2Ni2BrClS6
Haletos com Metais de Transição,Ir3Pd2TaB2CCl2ISSe3
Haletos com Metais de Transição,Ir3PtBrCl3NO
Haletos com Metais de Transição,Ir4Br3ClO4
Haletos com Metais de Transição,IrF2
Haletos com Metais de Transição,IrGeI2O2
Haletos com Metais de Transição,IrMn2Br3Se4
Haletos com Metais de Transição,IrMo2Cl2O4
Haletos com Metais de Transição,IrMoRh2ClO7
Haletos com Metais de Transição,IrNb2BrISe3
Haletos com Metais de Transição,IrNiBr2Cl4
Haletos com Metais de Transição,IrNiPd2Cl8
Haletos com Metais de Transição,IrPd4BrCl3O3S3
Haletos com Metais de Transição,IrPdIOSe
Haletos com Metais de Transição,IrTiZrI2OS
Haletos com Metais de Transição,K2MnCl3P2S7
Haletos com Metais de Transição,K2Nb2F12
Haletos com Metais de Transição,K2Os2C2I8O4
Haletos com Metais de Transição,K2Os2Cl10N2S2
Haletos com Metais de Transição,K2Ru2Br8C2O4
Haletos com Metais de Transição,K2Ru2C2Cl8O4
Haletos com Metais de Transição,K2Ta2Br12
Haletos com Metais de Transição,KMo2I6O2
Haletos com Metais de Transição,KW2Br6S2
Haletos com Metais de Transição,Li2Ni5PdBrS8Se3
Haletos com Metais de Transição,Li2Ti2Br2N2
Haletos com Metais de Transição,Li2Ti2C2I2
Haletos com Metais de Transição,LiMnI2O2
Haletos com Metais de Transição,LiMnNbBr2SiTe4
Haletos com Metais de Transição,LiNbBr6
Haletos com Metais de Transição,LiNiTaBr2NO2
Haletos com Metais de Transição,LiPdFS
Haletos com Metais de Transição,LiW2I6O2
Haletos com Metais de Transição,Mn2As2Br2O4
Haletos com Metais de Transição,Mn2As2F2S4
Haletos com Metais de Transição,Mn2As2I2Se4
Haletos com Metais de Transição,Mn2Br2O2
Haletos com Metais de Transição,Mn2Br2O4P2
Haletos com Metais de Transição,Mn2Br2P2Se4
Haletos com Metais de Transição,Mn2Br2Sb2Se4
Haletos com Metais de Transição,Mn2Br2Sb2Te4
Haletos com Metais de Transição,Mn2Br2Te2
Haletos com Metais de Transição,Mn2Br6GeO
Haletos com Metais de Transição,Mn2BrIOSe
Haletos com Metais de Transição,Mn2C2I2
Haletos com Metais de Transição,Mn2Cl2Te2
Haletos com Metais de Transição,Mn2F2N2
Haletos com Metais de Transição,Mn2F4S8Se2
Haletos com Metais de Transição,Mn2I2P2Se4
Haletos com Metais de Transição,Mn2I2SSe2
Haletos com Metais de Transição,Mn2Mo2Br2O8
Haletos com Metais de Transição,Mn2MoCl6Se
Haletos com Metais de Transição,Mn2MoTaZrBrClNO4
Haletos com Metais de Transição,Mn2NaSrBrSSb
Haletos com Metais de Transição,Mn2Sr4Cl2S6
Haletos com Metais de Transição,Mn2VBr4O4
Haletos com Metais de Transição,Mn2W2Br2S8
Haletos com Metais de Transição,Mn2W2Cl2O6
Haletos com Metais de Transição,Mn2W2I2S8
Haletos com Metais de Transição,Mn3B2Cl2
Haletos com Metais de Transição,Mn3BrClO2
Haletos com Metais de Transição,Mn4B3F2O2
Haletos com Metais de Transição,Mn4Br2ClN3S2
Haletos com Metais de Transição,Mn4C3F2
Haletos com Metais de Transição,Mn5Br2Cl5O2Se2
Haletos com Metais de Transição,Mn8Cl8S4
Haletos com Metais de Transição,MnBr2GeSSb
Haletos com Metais de Transição,MnBrGeIS2
Haletos com Metais de Transição,MnBrGeISSe
Haletos com Metais de Transição,MnBrSb2
Haletos com Metais de Transição,MnCl2
Haletos com Metais de Transição,MnCl2GeSe
Haletos com Metais de Transição,MnClSeSi
Haletos com Metais de Transição,MnF2S2
Haletos com Metais de Transição,MnGeI2OS
Haletos com Metais de Transição,MnGeI2S2
Haletos com Metais de Transição,MnI2
Haletos com Metais de Transição,MnMoBr4S2
Haletos com Metais de Transição,MnMoCl2N2
Haletos com Metais de Transição,MnMoCl4O2
Haletos com Metais de Transição,MnMoTaCl2NSe2
Haletos com Metais de Transição,MnNa2As2Cl3S7
Haletos com Metais de Transição,MnNa2F3P2S7
Haletos com Metais de Transição,MnNaBrS
Haletos com Metais de Transição,MnNaZnBrS2
Haletos com Metais de Transição,MnNbBr2IS
Haletos com Metais de Transição,MnNbI2NS
Haletos com Metais de Transição,MnPdCl4O2
Haletos com Metais de Transição,MnSnBrClGeO5
Haletos com Metais de Transição,MnSnBrClO2
Haletos com Metais de Transição,MnSnITe
Haletos com Metais de Transição,MnVI2N2
Haletos com Metais de Transição,MnWBrClO2
Haletos com Metais de Transição,MnWBrIN3
Haletos com Metais de Transição,MnWCl2N2
Haletos com Metais de Transição,MnWClISe2
Haletos com Metais de Transição,MnYBr2O2
Haletos com Metais de Transição,MnYBrO2Se
Haletos com Metais de Transição,MnZnBr2N2
Haletos com Metais de Transição,MnZr2BrO5
Haletos com Metais de Transição,Mo2Br2Cl2O2
Haletos com Metais de Transição,Mo2Br2STe
Haletos com Metais de Transição,Mo2Br2Se2
Haletos com Metais de Transição,Mo2Br2Te2
Haletos com Metais de Transição,Mo2Br4
Haletos com Metais de Transição,Mo2C2I2
Haletos com Metais de Transição,Mo2Cl2N
Haletos com Metais de Transição,Mo2Cl2Se2
Haletos com Metais de Transição,Mo2Cl2Te2
Haletos com Metais de Transição,Mo2Cl6
Haletos com Metais de Transição,Mo2I2S2
Haletos com Metais de Transição,Mo2I4
Haletos com Metais de Transição,Mo2NaCl6S2
Haletos com Metais de Transição,Mo2NbI2S2Se
Haletos com Metais de Transição,Mo2Ni2Br2S8
Haletos com Metais de Transição,Mo2VBrClNO2
Haletos com Metais de Transição,Mo2W2ClSSeTe
Haletos com Metais de Transição,Mo2ZnBrClO3
Haletos com Metais de Transição,Mo3Cl2N2
Haletos com Metais de Transição,Mo3NbBrISbTe
Haletos com Metais de Transição,Mo4B3F2
Haletos com Metais de Transição,MoBr2GeO2
Haletos com Metais de Transição,MoBr2SbSe
Haletos com Metais de Transição,MoBrClN2Sb
Haletos com Metais de Transição,MoCI
Haletos com Metais de Transição,MoCl2N
Haletos com Metais de Transição,MoClI
Haletos com Metais de Transição,MoNbCl4
Haletos com Metais de Transição,MoNbZr2Br3Se5
Haletos com Metais de Transição,MoZrCl2S2
Haletos com Metais de Transição,Na2NiF2
Haletos com Metais de Transição,Na2PdF2
Haletos com Metais de Transição,Na2Ru2Br8C2S4
Haletos com Metais de Transição,Na2Ru2Br8N2O4
Haletos com Metais de Transição,Na2Ru2C2I8O4
Haletos com Metais de Transição,Na2Ru2I8N2O4
Haletos com Metais de Transição,Na2Ru2I8N2S4
Haletos com Metais de Transição,Na2Ti2C2Cl2
Haletos com Metais de Transição,Na2Ti2C2F2
Haletos com Metais de Transição,Na2Ti2F2N2
Haletos com Metais de Transição,Nb2BF2
Haletos com Metais de Transição,Nb2Br2Cl4
Haletos com Metais de Transição,Nb2Br2O2
Haletos com Metais de Transição,Nb2Br2O4
Haletos com Metais de Transição,Nb2Br2S2
Haletos com Metais de Transição,Nb2Br2STe
Haletos com Metais de Transição,Nb2Br2Se2
Haletos com Metais de Transição,Nb2Br3IS2
Haletos com Metais de Transição,Nb2BrClNO
Haletos com Metais de Transição,Nb2C2F2
Haletos com Metais de Transição,Nb2Cl2S2
Haletos com Metais de Transição,Nb2Cl4S4
Haletos com Metais de Transição,Nb2F2
Haletos com Metais de Transição,Nb2F2NS2
Haletos com Metais de Transição,Nb2F2O2
Haletos com Metais de Transição,Nb2F2S2
Haletos com Metais de Transição,Nb2F4
Haletos com Metais de Transição,Nb2F4O4
Haletos com Metais de Transição,Nb2F6
Haletos com Metais de Transição,Nb2I2
Haletos com Metais de Transição,Nb2I2N2
Haletos com Metais de Transição,Nb2I2OSb
Haletos com Metais de Transição,Nb2I2OSe
Haletos com Metais de Transição,Nb2I2Te2
Haletos com Metais de Transição,Nb2I4O2
Haletos com Metais de Transição,Nb2I4Te4
Haletos com Metais de Transição,Nb3B2F2
Haletos com Metais de Transição,Nb3Br2Se5
Haletos com Metais de Transição,Nb3Br7S
Haletos com Metais de Transição,Nb3BrIS2
Haletos com Metais de Transição,Nb3C2F2S2
Haletos com Metais de Transição,Nb3CCl3N
Haletos com Metais de Transição,Nb3I7O
Haletos com Metais de Transição,Nb3I7Se
Haletos com Metais de Transição,Nb3I8
Haletos com Metais de Transição,Nb4Br2O2Se2
Haletos com Metais de Transição,Nb4BrCl3O4
Haletos com Metais de Transição,Nb4Cl2N3
Haletos com Metais de Transição,Nb4Cl2Te12
Haletos com Metais de Transição,Nb4IO7
Haletos com Metais de Transição,Nb5C2ClFI2O2S2
Haletos com Metais de Transição,NbAsBr2O
Haletos com Metais de Transição,NbBr2
Haletos com Metais de Transição,NbBrCSe
Haletos com Metais de Transição,NbBrGeSe
Haletos com Metais de Transição,NbCl2
Haletos com Metais de Transição,NbFI
Haletos com Metais de Transição,NbISiTe
Haletos com Metais de Transição,NbNi2Br8
Haletos com Metais de Transição,NbNi2TaBrISTe
Haletos com Metais de Transição,NbNiF6
Haletos com Metais de Transição,NbNiSnCl3O4
Haletos com Metais de Transição,NbSnBr2Se2
Haletos com Metais de Transição,NbVCl6
Haletos com Metais de Transição,NbZnCl2
Haletos com Metais de Transição,NbZrCl2NO
Haletos com Metais de Transição,NbZrCl2S
Haletos com Metais de Transição,NbZrCl2S2
Haletos com Metais de Transição,NbZrClSe
Haletos com Metais de Transição,NbZrI2NO
Haletos com Metais de Transição,NbZrIOTe
Haletos com Metais de Transição,Ni2As4Cl4O6
Haletos com Metais de Transição,Ni2Br2O4Sb2
Haletos com Metais de Transição,Ni2Br2Se2
Haletos com Metais de Transição,Ni2C2Cl2
Haletos com Metais de Transição,Ni2Cl2O2
Haletos com Metais de Transição,Ni2Cl2S2
Haletos com Metais de Transição,Ni2Cl2S4
Haletos com Metais de Transição,Ni2Cl2Te4
Haletos com Metais de Transição,Ni2Cl4O6Sb4
Haletos com Metais de Transição,Ni2F2Se2
Haletos com Metais de Transição,Ni2F2Se4
Haletos com Metais de Transição,Ni2F2Te2
Haletos com Metais de Transição,Ni2F4
Haletos com Metais de Transição,Ni2I2
Haletos com Metais de Transição,Ni2I2O2
Haletos com Metais de Transição,Ni2I4S6Sb4
Haletos com Metais de Transição,Ni2I6
Haletos com Metais de Transição,Ni2Sr3Cl2O5
Haletos com Metais de Transição,Ni2Sr3I2O5
Haletos com Metais de Transição,Ni2Sr4Br2S6
Haletos com Metais de Transição,Ni2Sr4Cl2O6
Haletos com Metais de Transição,Ni2Sr4I2O6
Haletos com Metais de Transição,Ni2W2I2S8
Haletos com Metais de Transição,Ni3BrS2Se2
Haletos com Metais de Transição,Ni3ZrBr2Se6
Haletos com Metais de Transição,Ni4Br4S4
Haletos com Metais de Transição,Ni4ClIS2
Haletos com Metais de Transição,Ni5TlF2
Haletos com Metais de Transição,NiB4Br2H4N2
Haletos com Metais de Transição,NiB4C2Cl2F4
Haletos com Metais de Transição,NiB4F4I2N2
Haletos com Metais de Transição,NiBr2C4F4N2
Haletos com Metais de Transição,NiBr2O8
Haletos com Metais de Transição,NiBrF
Haletos com Metais de Transição,NiC12Cl2N2
Haletos com Metais de Transição,NiC2Cl2F4N4
Haletos com Metais de Transição,NiC2Cl2H4N6
Haletos com Metais de Transição,NiC6Cl2H4N2
Haletos com Metais de Transição,NiC6F2H4N2
Haletos com Metais de Transição,NiC6F6N2
Haletos com Metais de Transição,NiC6H4I2N2
Haletos com Metais de Transição,NiCl2H4N6
Haletos com Metais de Transição,NiF2S2
Haletos com Metais de Transição,NiI2
Haletos com Metais de Transição,NiISeTe
Haletos com Metais de Transição,NiPdClSe2Te
Haletos com Metais de Transição,NiPdF6
Haletos com Metais de Transição,NiPdI2
Haletos com Metais de Transição,NiPdScI4Se
Haletos com Metais de Transição,NiRuI2OS
Haletos com Metais de Transição,NiTa2CI2O
Haletos com Metais de Transição,NiTiI4S2
Haletos com Metais de Transição,NiZrCl6
Haletos com Metais de Transição,NiZrI6
Haletos com Metais de Transição,Os2Br2N2
Haletos com Metais de Transição,Os2Br2O2
Haletos com Metais de Transição,Os2Cl2
Haletos com Metais de Transição,Os2Cl2Se2
Haletos com Metais de Transição,Os2Cl2Te2
Haletos com Metais de Transição,Os2Cl4SSe
Haletos com Metais de Transição,Os2Cl6
Haletos com Metais de Transição,Os2F2
Haletos com Metais de Transição,Os2F2S2
Haletos com Metais de Transição,Os2F6
Haletos com Metais de Transição,Os2F8
Haletos com Metais de Transição,Os2I2O2
Haletos com Metais de Transição,Os2Rb2Br8C2O4
Haletos com Metais de Transição,Os2Rb2Cl10N2O2
Haletos com Metais de Transição,Os2Rb2F10N2O2
Haletos com Metais de Transição,Os2Rb2F10N2S2
Haletos com Metais de Transição,Os2Rb2I8N2O4
Haletos com Metais de Transição,OsGeI4S2
Haletos com Metais de Transição,OsWCl3I2Se
Haletos com Metais de Transição,Pd2Cl2
Haletos com Metais de Transição,Pd2Cl2N2
Haletos com Metais de Transição,Pd2Cl2S2
Haletos com Metais de Transição,Pd2Cl2S4
Haletos com Metais de Transição,Pd2Cl2Se4
Haletos com Metais de Transição,Pd2F2O4
Haletos com Metais de Transição,Pd2F2S4
Haletos com Metais de Transição,Pd2F6
Haletos com Metais de Transição,Pd2I4O12
Haletos com Metais de Transição,Pd2IS3
Haletos com Metais de Transição,Pd2PtBr4S4
Haletos com Metais de Transição,Pd3BrIO2S
Haletos com Metais de Transição,Pd5TlBr2
Haletos com Metais de Transição,Pd5TlI2
Haletos com Metais de Transição,PdB6Br2C2F4
Haletos com Metais de Transição,PdB6C2F4I2
Haletos com Metais de Transição,PdBr2C8F4
Haletos com Metais de Transição,PdBr2O8
Haletos com Metais de Transição,PdC6Cl2F4N2
Haletos com Metais de Transição,PdC8Cl2F4
Haletos com Metais de Transição,PdC8Cl2H4
Haletos com Metais de Transição,PdPt2BrClFO4
Haletos com Metais de Transição,PdPtBr2S
Haletos com Metais de Transição,PdPtTaZrBr4NS3
Haletos com Metais de Transição,PdRe3I4Se3Te
Haletos com Metais de Transição,PdSc2Br6
Haletos com Metais de Transição,PdTi3FO7
Haletos com Metais de Transição,PdTlI2
Haletos com Metais de Transição,PdZr2Br3ClS2Se2
Haletos com Metais de Transição,PdZrCl6
Haletos com Metais de Transição,PdZrF6
Haletos com Metais de Transição,Pt2Br2
Haletos com Metais de Transição,Pt2Br2O2
Haletos com Metais de Transição,Pt2Cl2O2
Haletos com Metais de Transição,Pt2I2Te2
Haletos com Metais de Transição,Pt2I4
Haletos com Metais de Transição,Pt2I4O12
Haletos com Metais de Transição,Pt2I6
Haletos com Metais de Transição,Pt4BrO2Se
Haletos com Metais de Transição,Pt4Cl2I2N3O
Haletos com Metais de Transição,Pt4I8
Haletos com Metais de Transição,Pt5TlCl2
Haletos com Metais de Transição,PtBr2GeO2
Haletos com Metais de Transição,PtF2
Haletos com Metais de Transição,PtSc3Br3IO4
Haletos com Metais de Transição,PtZrI2OS
Haletos com Metais de Transição,Rb2Ru2Br8C2O4
Haletos com Metais de Transição,Rb2Ru2C2Cl8O4
Haletos com Metais de Transição,Rb2Ru2C2I8O4
Haletos com Metais de Transição,Rb2Ru2Cl10N2S2
Haletos com Metais de Transição,Rb2Ru2F10N2O2
Haletos com Metais de Transição,Rb2Ru2I8N2O4
Haletos com Metais de Transição,Re2Br2
Haletos com Metais de Transição,Re6Cl2S8
Haletos com Metais de Transição,Re6F2Te8
Haletos com Metais de Transição,Re6I2Se8
Haletos com Metais de Transição,Re6I2Te8
Haletos com Metais de Transição,ReI2
Haletos com Metais de Transição,Rh2Br2N2
Haletos com Metais de Transição,Rh2Br4
Haletos com Metais de Transição,Rh2I2
Haletos com Metais de Transição,Rh2I2N2
Haletos com Metais de Transição,Rh2I2O2
Haletos com Metais de Transição,Rh2I2STe
Haletos com Metais de Transição,Rh2I2Te2
Haletos com Metais de Transição,RhRuI4S2
Haletos com Metais de Transição,Ru2Br2NO
Haletos com Metais de Transição,Ru2Br2SSe
Haletos com Metais de Transição,Ru2Br2Te2
Haletos com Metais de Transição,Ru2BrIO3
Haletos com Metais de Transição,Ru2Cl2O2
Haletos com Metais de Transição,Ru2Cl2S2
Haletos com Metais de Transição,Ru2F2
Haletos com Metais de Transição,Ru2F2O2
Haletos com Metais de Transição,Ru2F6
Haletos com Metais de Transição,Ru2F8
Haletos com Metais de Transição,Ru2I2
Haletos com Metais de Transição,Ru2I2S2
Haletos com Metais de Transição,Ru3Cl6S3
Haletos com Metais de Transição,RuBr2O
Haletos com Metais de Transição,RuBrClGeS2Te
Haletos com Metais de Transição,RuFS
Haletos com Metais de Transição,Sc2BI2
Haletos com Metais de Transição,Sc2CF2S2
Haletos com Metais de Transição,Sc2Cl2H2
Haletos com Metais de Transição,Sc2Cl2O2
Haletos com Metais de Transição,Sc2F2H2
Haletos com Metais de Transição,Sc2F2I2
Haletos com Metais de Transição,Sc2FI2O
Haletos com Metais de Transição,Sc2I2O2
Haletos com Metais de Transição,Sc2TlBr2O
Haletos com Metais de Transição,Sc3C2Cl2
Haletos com Metais de Transição,Sc3C2F2S2
Haletos com Metais de Transição,Sc3ClS2
Haletos com Metais de Transição,Sc4Br4O4
Haletos com Metais de Transição,Sc4Cl2N3
Haletos com Metais de Transição,Sc6ClN3O5
Haletos com Metais de Transição,ScSnBrSSe
Haletos com Metais de Transição,ScSnClISSe
Haletos com Metais de Transição,ScZnI2
